id	hyhivoc
48333	2.5
48335	1.5
48337	2
48339	3.5
48341	1
48343	2
48345	1
48347	2.5
48349	4.5
48351	2.5
48353	1.5
48355	2
48357	1
48359	1
48361	2.5
48363	2
48365	2.5
48367	2.5
48369	1.5
48371	1
48373	3
48375	1
48377	0.5
48379	3
48381	2.5
48383	1.5
48385	1.5
48387	2
48389	1
48391	1.5
48393	1
48395	3.5
48397	4
48399	2
48401	3.5
48403	2
48405	2.5
48407	3.5
48409	1.5
48411	2
48413	1.5
48415	1.5
48417	1.5
48419	2.5
48421	1
48423	3.5
48425	3.5
48427	0.5
48429	2
48431	1.5
48433	1
48435	1.5
48437	1.5
48439	11
48441	2
48443	1
48445	1.5
48447	1.5
48449	2
48451	2
48453	13
48455	2.5
48457	2.5
48459	2
48461	1.5
48463	1
48465	1
48467	3
48469	2.5
48471	3
48473	3.5
48475	1
48477	3
48479	1
48481	2.5
48483	1
48485	2
48487	1.5
48489	1
48491	4
48493	4
48495	1
48497	2
48499	2.5
48501	1.5
48503	1.5
48505	0.5
48507	1.5
50001	1
50003	2
50005	1
50007	1
50009	0.5
50011	0.5
50013	0.5
50015	1
50017	1
50019	0.5
50021	1.5
50023	1
50025	2.5
50027	1.5
51001	0.5
51003	3
51005	2
51007	2.5
51009	2
51011	1.5
51013	15.5
51015	2.5
51017	2
51019	2.5
51021	2.5
51023	2.5
51025	1.5
51027	2.5
51029	1.5
51031	2
51033	1
51035	3
51036	1.5
51037	1.5
51041	3.5
51043	3.5
51045	2
51047	2
51049	2
51051	2.5
51053	1.5
51057	1
51059	14.5
51061	3.5
51063	2.5
51065	2
51067	2.5
51069	5
51071	2.5
51073	1.5
51075	3
51077	3.5
51079	2
51081	1.5
51083	2
51085	1.5
51087	1.5
51089	3.5
51091	2
51093	3.5
51095	1.5
51097	1
51099	1
51101	1
51103	1
51105	3
51107	8
51109	2
51111	1.5
51113	2
51115	1
51117	2
51119	1
51121	3
51125	1.5
51127	1.5
51131	0.5
51133	1
51135	1.5
51137	2
51139	2
51141	3
51143	2.5
51145	3
51147	1.5
51149	1.5
51153	4
51155	3
51157	2.5
51159	1
51161	4
51163	2
51165	2.5
51167	3
51169	3
51171	2.5
51173	3
51175	1.5
51177	2
51179	2
51181	2.5
51183	1.5
51185	3
51187	3
51191	3.5
51193	1
51195	3
51197	3
51199	2
51510	5.5
51515	3
51520	3.5
51530	2
51540	2
51550	2
51570	3.5
51580	2
51590	2.5
51595	1.5
51600	12.5
51610	18.5
51620	1.5
51630	1.5
51640	3.5
51650	0.5
51660	2.5
51670	1.5
51678	2
51680	2
51683	4.5
51685	5.5
51690	3.5
51700	4.5
51710	3
51720	3
51730	2
51735	1.5
51740	10.5
51750	3
51760	6
51770	2.5
51775	8
51790	2.5
51800	1.5
51810	0.5
51820	2.5
51830	2.5
51840	4
54001	2.5
54003	5
54005	2
54007	2
54009	5
54011	2.5
54013	2
54015	2
54017	2.5
54019	2
54021	2
54023	2
54025	2
54027	3
54029	5
54031	2.5
54033	4.5
54035	2
54037	4.5
54039	2
54041	2
54043	3
54045	2.5
54047	2.5
54049	4
54051	4
54053	2
54055	2.5
54057	2.5
54059	2.5
54061	5
54063	2
54065	4
54067	2
54069	4.5
54071	2
54073	2.5
54075	1.5
54077	3
54079	2.5
54081	4.5
54083	2
54085	2.5
54087	2
54089	2
54091	2.5
54093	2
54095	2.5
54097	2
54099	2.5
54101	2
54103	3
54105	2
54107	3
54109	2.5
55001	1.5
55003	0.5
55005	1
55007	0.5
55009	1.5
55011	1.5
55013	0.5
55015	1.5
55017	1.5
55019	1
55021	2.5
55023	1.5
55025	4.5
55027	2.5
55029	0.5
55031	0.5
55033	1
55035	1
55037	0.5
55039	2
55041	0.5
55043	2
55045	3
55047	2
55049	2
55051	0.5
55053	1.5
55055	3
55057	1.5
55059	1.5
55061	0.5
55063	2
55065	2.5
55067	0.5
55069	0.5
55071	1
55073	1.5
55075	0.5
55077	1.5
55078	1
55079	1.5
55081	1.5
55083	1
55085	0.5
55087	2
55089	1
55091	1
55093	1
55095	1
55097	1.5
55099	0.5
55101	1.5
55103	2
55105	3.5
55107	0.5
55109	1
55111	2
55113	0.5
55115	1
55117	1
55119	1
55121	1.5
55123	2
55125	0.5
55127	3
55129	0.5
55131	2.5
55133	7
55135	1.5
55137	1.5
55139	2
55141	1.5
